access_contract,arm,card_id,condition,condition_factors,n_makers,recorded_metrics,source
{},context-mixture,V02,changing-up-initially-useful-stable-costly,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-stable-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.362341206968827,""future_choice_log_score"":-0.7397126496565001,""future_considered_targets"":22.5810546875,""future_found_options"":8.505859375,""future_legal"":1.0,""future_revision_primitives"":1.2919921875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":108.6103515625,""old_execution_primitives"":3.0,""original_production_primitives"":21.7646484375,""original_search_primitives"":882.8310546875,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":42.529296875,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":108.6103515625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.37184545222669135,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},direct-chronological,V02,changing-up-initially-useful-stable-costly,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-stable-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.3594005252665801,""future_choice_log_score"":-0.7331282860791238,""future_considered_targets"":22.5810546875,""future_found_options"":8.505859375,""future_legal"":1.0,""future_revision_primitives"":1.2919921875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":108.6103515625,""old_execution_primitives"":3.0,""original_production_primitives"":21.7646484375,""original_search_primitives"":882.8310546875,""reader_likelihood_terms"":344.8291015625,""reader_prediction_terms"":42.529296875,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":991.44140625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.34964960242467935,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},stable,V02,changing-up-initially-useful-stable-costly,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-stable-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.3676631650541278,""future_choice_log_score"":-0.7592889172023063,""future_considered_targets"":22.5810546875,""future_found_options"":8.505859375,""future_legal"":1.0,""future_revision_primitives"":1.2919921875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":108.6103515625,""old_execution_primitives"":3.0,""original_production_primitives"":21.7646484375,""original_search_primitives"":882.8310546875,""reader_likelihood_terms"":206.8974609375,""reader_prediction_terms"":25.517578125,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":991.44140625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.3568932453265074,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},surface-habit,V02,changing-up-initially-useful-stable-costly,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-stable-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.4271268766320671,""future_choice_log_score"":-0.9662810383687808,""future_considered_targets"":22.5810546875,""future_found_options"":8.505859375,""future_legal"":1.0,""future_revision_primitives"":1.2919921875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":108.6103515625,""old_execution_primitives"":3.0,""original_production_primitives"":21.7646484375,""original_search_primitives"":882.8310546875,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":42.529296875,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":108.6103515625,""reader_surface_comparisons"":25.517578125,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.5120602397410107,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},task-cost,V02,changing-up-initially-useful-stable-costly,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-stable-costly"",""kind"":""initially-useful"",""price_regime"":""costly"",""profile"":""changing-up"",""purpose"":""stable"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.4037693023496477,""future_choice_log_score"":-0.8515264258879542,""future_considered_targets"":22.5810546875,""future_found_options"":8.505859375,""future_legal"":1.0,""future_revision_primitives"":1.2919921875,""future_search_exhausted"":0.4951171875,""future_search_primitives"":108.6103515625,""old_execution_primitives"":3.0,""original_production_primitives"":21.7646484375,""original_search_primitives"":882.8310546875,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":8.505859375,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":108.6103515625,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.42496044621059503,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},chronological,V02,changing-up-initially-useful-redirected-ordinary,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-redirected-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.5544255844627606,""future_choice_log_score"":-1.0483496870752265,""future_considered_targets"":22.5830078125,""future_found_options"":8.2080078125,""future_legal"":1.0,""future_revision_primitives"":1.6220703125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.4736328125,""old_execution_primitives"":3.0,""original_production_primitives"":28.09375,""original_search_primitives"":870.1474609375,""reader_likelihood_terms"":333.3203125,""reader_prediction_terms"":41.0400390625,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":977.62109375,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.5623606865234928,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},context-mixture,V02,changing-up-initially-useful-redirected-ordinary,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-redirected-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.5593928834973491,""future_choice_log_score"":-1.0608805472380545,""future_considered_targets"":22.5830078125,""future_found_options"":8.2080078125,""future_legal"":1.0,""future_revision_primitives"":1.6220703125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.4736328125,""old_execution_primitives"":3.0,""original_production_primitives"":28.09375,""original_search_primitives"":870.1474609375,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":41.0400390625,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":107.4736328125,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.5744876847163672,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},direct-chronological,V02,changing-up-initially-useful-redirected-ordinary,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-redirected-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.5544255844627606,""future_choice_log_score"":-1.0483496870752265,""future_considered_targets"":22.5830078125,""future_found_options"":8.2080078125,""future_legal"":1.0,""future_revision_primitives"":1.6220703125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.4736328125,""old_execution_primitives"":3.0,""original_production_primitives"":28.09375,""original_search_primitives"":870.1474609375,""reader_likelihood_terms"":333.3203125,""reader_prediction_terms"":41.0400390625,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":977.62109375,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.5623606865234928,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},stable,V02,changing-up-initially-useful-redirected-ordinary,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-redirected-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.5697890797265656,""future_choice_log_score"":-1.0894897152516478,""future_considered_targets"":22.5830078125,""future_found_options"":8.2080078125,""future_legal"":1.0,""future_revision_primitives"":1.6220703125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.4736328125,""old_execution_primitives"":3.0,""original_production_primitives"":28.09375,""original_search_primitives"":870.1474609375,""reader_likelihood_terms"":199.9921875,""reader_prediction_terms"":24.6240234375,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":977.62109375,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.5802908849911663,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},surface-habit,V02,changing-up-initially-useful-redirected-ordinary,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-redirected-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.6632003602374046,""future_choice_log_score"":-1.4552534291501618,""future_considered_targets"":22.5830078125,""future_found_options"":8.2080078125,""future_legal"":1.0,""future_revision_primitives"":1.6220703125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.4736328125,""old_execution_primitives"":3.0,""original_production_primitives"":28.09375,""original_search_primitives"":870.1474609375,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":41.0400390625,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":107.4736328125,""reader_surface_comparisons"":24.6240234375,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.6088504358645848,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
{},task-cost,V02,changing-up-initially-useful-redirected-ordinary,"{""consideration"":""varied"",""id"":""changing-up-initially-useful-redirected-ordinary"",""kind"":""initially-useful"",""price_regime"":""ordinary"",""profile"":""changing-up"",""purpose"":""redirected"",""retention"":""varied"",""steps"":null}",1024,"{""future_choice_brier"":0.6049410540449911,""future_choice_log_score"":-1.1659613624333358,""future_considered_targets"":22.5830078125,""future_found_options"":8.2080078125,""future_legal"":1.0,""future_revision_primitives"":1.6220703125,""future_search_exhausted"":0.4951171875,""future_search_primitives"":107.4736328125,""old_execution_primitives"":3.0,""original_production_primitives"":28.09375,""original_search_primitives"":870.1474609375,""reader_likelihood_terms"":0.0,""reader_prediction_terms"":8.2080078125,""reader_routine_replay_primitives"":3.0,""reader_search_primitives"":107.4736328125,""reader_surface_comparisons"":0.0,""reader_training_feedback_checks"":8.0,""reader_training_successful_program_tokens"":29.8203125,""revision_cost_accuracy"":-0.5981947111403438,""routine_definition_primitives"":3.0,""training_primitives"":31.064453125}",boundary-expansion-1/V02
