access_contract,bootstrap,card_id,condition,condition_factors,criterion_state,estimand,evidence_scope,interval_95,mean,n_constructors,n_makers,paired_standard_deviation,source
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S04,absent-no-artifact,"{""action_evidence"":0,""id"":""absent-no-artifact"",""memory"":""absent""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S04-self-model-minus-memory-only-original_goal_recovery"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus memory-only: original_goal_recovery"",""practical_bar"":0.05,""rival"":""memory-only"",""target"":""original_goal_recovery"",""units"":""success_fraction""}",discovery expansion,"[0.0,0.0]",0.0,32,256,0.0,constructor-expansion-1/S04
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S04,notes,"{""id"":""notes"",""memory"":""absent"",""notes"":true}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S04-self-model-minus-memory-only-original_goal_recovery"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus memory-only: original_goal_recovery"",""practical_bar"":0.05,""rival"":""memory-only"",""target"":""original_goal_recovery"",""units"":""success_fraction""}",discovery expansion,"[0.0,0.0]",0.0,32,256,0.0,constructor-expansion-1/S04
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S04,new-information,"{""action_evidence"":4,""id"":""new-information"",""memory"":""absent""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S04-self-model-minus-memory-only-original_goal_recovery"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus memory-only: original_goal_recovery"",""practical_bar"":0.05,""rival"":""memory-only"",""target"":""original_goal_recovery"",""units"":""success_fraction""}",discovery expansion,"[0.34375,0.53515625]",0.44140625,32,256,0.5499415075848575,constructor-expansion-1/S04
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S04,retarget,"{""id"":""retarget"",""memory"":""absent"",""retarget"":true}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S04-self-model-minus-memory-only-original_goal_recovery"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus memory-only: original_goal_recovery"",""practical_bar"":0.05,""rival"":""memory-only"",""target"":""original_goal_recovery"",""units"":""success_fraction""}",discovery expansion,"[0.2109375,0.4453125]",0.33203125,32,256,0.6286535370200689,constructor-expansion-1/S04
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S04,retarget-with-notes,"{""id"":""retarget-with-notes"",""memory"":""absent"",""notes"":true,""retarget"":true}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S04-self-model-minus-memory-only-original_goal_recovery"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus memory-only: original_goal_recovery"",""practical_bar"":0.05,""rival"":""memory-only"",""target"":""original_goal_recovery"",""units"":""success_fraction""}",discovery expansion,"[0.0,0.0]",0.0,32,256,0.0,constructor-expansion-1/S04
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S05,accurate,"{""action_evidence"":1,""id"":""accurate"",""memory"":""partial""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S05-self-model-minus-direct-completion-original_goal_success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-completion: original_goal_success"",""practical_bar"":0.05,""rival"":""direct-completion"",""target"":""original_goal_success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0029296875,0.03515625]",0.0185546875,128,1024,0.18403392558141865,boundary-expansion-1/S05
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S05,accurate,"{""action_evidence"":1,""id"":""accurate"",""memory"":""partial""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S05-self-model-minus-bayes-error-original_goal_success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus bayes-error: original_goal_success"",""practical_bar"":0.05,""rival"":""bayes-error"",""target"":""original_goal_success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S05
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S05,misleading-memory,"{""action_evidence"":1,""id"":""misleading-memory"",""memory"":""misleading""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S05-self-model-minus-direct-completion-original_goal_success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-completion: original_goal_success"",""practical_bar"":0.05,""rival"":""direct-completion"",""target"":""original_goal_success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.49609375,0.6142578125]",0.5546875,128,1024,0.6653977415408793,boundary-expansion-1/S05
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S05,misleading-memory,"{""action_evidence"":1,""id"":""misleading-memory"",""memory"":""misleading""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S05-self-model-minus-bayes-error-original_goal_success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus bayes-error: original_goal_success"",""practical_bar"":0.05,""rival"":""bayes-error"",""target"":""original_goal_success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S05
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S05,misleading-with-correction,"{""action_evidence"":4,""id"":""misleading-with-correction"",""memory"":""misleading""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S05-self-model-minus-direct-completion-original_goal_success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-completion: original_goal_success"",""practical_bar"":0.05,""rival"":""direct-completion"",""target"":""original_goal_success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.5009765625,0.626953125]",0.564453125,128,1024,0.6615734774242998,boundary-expansion-1/S05
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S05,misleading-with-correction,"{""action_evidence"":4,""id"":""misleading-with-correction"",""memory"":""misleading""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S05-self-model-minus-bayes-error-original_goal_success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus bayes-error: original_goal_success"",""practical_bar"":0.05,""rival"":""bayes-error"",""target"":""original_goal_success"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/S05
"{""access_arms"":""physically serialized public observations; memory-only/without-probe get an explicitly reduced observation file""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",S05,other-actor-edit,"{""action_evidence"":1,""edited_artifact"":true,""id"":""other-actor-edit"",""memory"":""partial""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""self-model"",""denominator"":""all independent maker task packets, including failures"",""id"":""S05-self-model-minus-direct-completion-original_goal_success"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""self-model minus direct-completion: original_goal_success"",""practical_bar"":0.05,""rival"":""direct-completion"",""target"":""original_goal_success"",""units"":""success_fraction""}",discovery final boundary expansion,"[-0.009765625,0.0390625]",0.0146484375,128,1024,0.28100551445993277,boundary-expansion-1/S05
